function,order,end_week,delta
2,4,8,4.113193677278546
2,4,9,-3.9852011512644547
2,4,10,2.7921712470239104
2,4,11,-1.2339866551302832
2,4,12,0.43298298990036665
2,4,13,-0.7347624439539205
2,5,6,7.754329824711357
2,5,7,-8.016852341931475
2,5,8,8.01918981071128
2,5,9,-8.098394828543
2,5,10,6.777372398288366
2,5,11,-4.026157902154194
2,5,12,1.6669696450306497
2,5,13,-1.1677454338542872
2,6,7,-15.771182166642832
2,6,8,16.036042152642757
2,6,9,-16.117584639254282
2,6,10,14.875767226831366
2,6,11,-10.80353030044256
2,6,12,5.693127547184844
2,6,13,-2.834715078884937
2,7,8,31.807224319285588
2,7,9,-32.15362679189704
2,7,10,30.993351866085646
2,7,11,-25.679297527273924
2,7,12,16.496657847627404
2,7,13,-8.52784262606978
2,8,9,-63.96085111118263
2,8,10,63.146978657982686
2,8,11,-56.67264939335957
2,8,12,42.17595537490133
2,8,13,-25.024500473697184
2,9,10,127.1078297691653
2,9,11,-119.81962805134225
2,9,12,98.8486047682609
2,9,13,-67.20045584859851
2,10,11,-246.92745782050756
2,10,12,218.66823281960313
2,10,13,-166.0490606168594
3,1,2,-0.12551039974641676
3,1,3,0.02151291781304121
3,1,4,0.2696035831292758
3,1,5,-0.21388493077132698
3,1,6,-0.7720167458317516
3,1,7,0.8629072317747153
3,1,8,-0.03172380080119652
3,1,9,-0.06615200287239564
3,1,10,0.1146274627498598
3,1,11,0.08606975492044844
3,1,12,0.02228462353850369
3,1,13,0.01198673069006495
3,2,3,0.14702331755945797
3,2,4,0.24809066531623458
3,2,5,-0.48348851390060277
3,2,6,-0.5581318150604246
3,2,7,1.634923977606467
3,2,8,-0.8946310325759118
3,2,9,-0.03442820207119912
3,2,10,0.18077946562225544
3,2,11,-0.02855770782941136
3,2,12,-0.06378513138194475
3,2,13,-0.010297892848438739
3,3,4,0.10106734775677662
3,3,5,-0.7315791792168373
3,3,6,-0.07464330115982187
3,3,7,2.1930557926668914
3,3,8,-2.5295550101823787
3,3,9,0.8602028305047127
3,3,10,0.21520766769345456
3,3,11,-0.2093371734516668
3,3,12,-0.03522742355253339
3,3,13,0.05348723853350601
3,4,5,-0.832646526973614
3,4,6,0.6569358780570155
3,4,7,2.2676990938267134
3,4,8,-4.72261080284927
3,4,9,3.3897578406870914
3,4,10,-0.6449951628112581
3,4,11,-0.42454484114512137
3,4,12,0.17410974989913341
3,4,13,0.0887146620860394
3,5,6,1.4895824050306294
3,5,7,1.610763215769698
3,5,8,-6.990309896675983
3,5,9,8.112368643536362
3,5,10,-4.034753003498349
3,5,11,0.22045032166613676
3,5,12,0.5986545910442548
3,5,13,-0.08539508781309402
3,6,7,0.12118081073906861
3,6,8,-8.60107311244568
3,6,9,15.102678540212345
3,6,10,-12.147121647034712
3,6,11,4.255203325164486
3,6,12,0.378204269378118
3,6,13,-0.6840496788573488
3,7,8,-8.722253923184748
3,7,9,23.703751652658028
3,7,10,-27.249800187247057
3,7,11,16.4023249721992
3,7,12,-3.876999055786368
3,7,13,-1.0622539482354667
3,8,9,32.42600557584278
3,8,10,-50.95355183990509
3,8,11,43.65212515944626
3,8,12,-20.279324027985567
3,8,13,2.8147451075509013
3,9,10,-83.37955741574787
3,9,11,94.60567699935135
3,9,12,-63.931449187431824
3,9,13,23.09406913553647
3,10,11,177.98523441509923
3,10,12,-158.53712618678315
3,10,13,87.0255183229683
4,1,2,-0.6988733833818465
4,1,3,0.31911237763451517
4,1,4,-0.29794241930650706
4,1,5,-0.18211558523138474
4,1,6,-0.1401809897147769
4,1,7,0.7621002481511701
4,1,8,-0.05807892192454944
4,1,9,0.01922502470804388
4,1,10,-0.06313246010206341
4,1,11,0.32092523927321903
4,1,12,0.018960869894179888
4,1,13,0.0
4,2,3,1.0179857610163616
4,2,4,-0.6170547969410223
4,2,5,0.11582683407512231
4,2,6,0.04193459551660783
4,2,7,0.9022812378659469
4,2,8,-0.8201791700757195
4,2,9,0.07730394663259332
4,2,10,-0.0823574848101073
4,2,11,0.38405769937528245
4,2,12,-0.30196436937903914
4,2,13,-0.018960869894179888
4,3,4,-1.635040557957384
4,3,5,0.7328816310161446
4,3,6,-0.07389223855851448
4,3,7,0.8603466423493391
4,3,8,-1.7224604079416665
4,3,9,0.8974831167083128
4,3,10,-0.15966143144270062
4,3,11,0.46641518418538974
4,3,12,-0.6860220687543216
4,3,13,0.28300349948485926
4,4,5,2.3679221889735285
4,4,6,-0.806773869574659
4,4,7,0.9342388809078536
4,4,8,-2.582807050291006
4,4,9,2.6199435246499796
4,4,10,-1.0571445481510136
4,4,11,0.6260766156280904
4,4,12,-1.1524372529397113
4,4,13,0.9690255682391808
4,5,6,-3.1746960585481876
4,5,7,1.7410127504825126
4,5,8,-3.5170459311988593
4,5,9,5.2027505749409855
4,5,10,-3.677088072800993
4,5,11,1.683221163779104
4,5,12,-1.7785138685678017
4,5,13,2.121462821178892
4,6,7,4.915708809030701
4,6,8,-5.258058681681372
4,6,9,8.719796506139845
4,6,10,-8.879838647741979
4,6,11,5.360309236580097
4,6,12,-3.4617350323469056
4,6,13,3.899976689746694
4,7,8,-10.173767490712073
4,7,9,13.977855187821216
4,7,10,-17.599635153881824
4,7,11,14.240147884322075
4,7,12,-8.822044268927002
4,7,13,7.3617117220936
4,8,9,24.15162267853329
4,8,10,-31.57749034170304
4,8,11,31.839783038203898
4,8,12,-23.06219215324908
4,8,13,16.1837559910206
4,9,10,-55.729113020236326
4,9,11,63.41727337990694
4,9,12,-54.901975191452976
4,9,13,39.245948144269676
4,10,11,119.14638640014326
4,10,12,-118.3192485713599
4,10,13,94.14792333572265
5,1,2,0.2949581717690431
5,1,3,0.1761413023797534
5,1,4,0.13134954512034436
5,1,5,0.14673250719390363
5,1,6,0.0795199120667528
5,1,7,0.11769980228718246
5,1,8,0.026633171465299532
5,1,9,0.011729904170890038
5,1,10,0.0
5,1,11,0.005345540854219011
5,1,12,0.005390024649341796
5,1,13,0.004500118043269885
5,2,3,-0.1188168693892897
5,2,4,-0.04479175725940904
5,2,5,0.01538296207355927
5,2,6,-0.06721259512715083
5,2,7,0.03817989022042967
5,2,8,-0.09106663082188293
5,2,9,-0.014903267294409495
5,2,10,-0.011729904170890038
5,2,11,0.005345540854219011
5,2,12,4.4483795122785e-05
5,2,13,-0.0008899066060719107
5,3,4,0.07402511212988067
5,3,5,0.06017471933296831
5,3,6,-0.0825955572007101
5,3,7,0.1053924853475805
5,3,8,-0.1292465210423126
5,3,9,0.07616336352747344
5,3,10,0.003173363123519457
5,3,11,0.01707544502510905
5,3,12,-0.005301057059096226
5,3,13,-0.0009343904011946957
5,4,5,-0.013850392796912359
5,4,6,-0.1427702765336784
5,4,7,0.1879880425482906
5,4,8,-0.2346390063898931
5,4,9,0.20540988456978604
5,4,10,-0.07299000040395398
5,4,11,0.013902081901589591
5,4,12,-0.022376502084205274
5,4,13,0.00436666665790153
5,5,6,-0.12891988373676605
5,5,7,0.330758319081969
5,5,8,-0.4226270489381837
5,5,9,0.44004889095967914
5,5,10,-0.27839988497374
5,5,11,0.08689208230554357
5,5,12,-0.036278583985794866
5,5,13,0.026743168742106804
5,6,7,0.45967820281873506
5,6,8,-0.7533853680201528
5,6,9,0.8626759398978628
5,6,10,-0.7184487759334192
5,6,11,0.3652919672792836
5,6,12,-0.12317066629133844
5,6,13,0.06302175272790167
5,7,8,-1.2130635708388877
5,7,9,1.6160613079180157
5,7,10,-1.581124715831282
5,7,11,1.0837407432127026
5,7,12,-0.48846263357062203
5,7,13,0.1861924190192401
5,8,9,2.8291248787569034
5,8,10,-3.197186023749298
5,8,11,2.664865459043985
5,8,12,-1.5722033767833246
5,8,13,0.6746550525898621
5,9,10,-6.026310902506202
5,9,11,5.862051482793283
5,9,12,-4.237068835827309
5,9,13,2.246858429373187
5,10,11,11.888362385299484
5,10,12,-10.099120318620592
5,10,13,6.483927265200496
6,1,2,-0.9364367569328911
6,1,3,0.9715040990195144
6,1,4,-0.15345522448169702
6,1,5,-0.137044408252175
6,1,6,-0.20870334661280593
6,1,7,0.1773737353849218
6,1,8,-2.9682096622796195e-06
6,1,9,-0.0366246466486726
6,1,10,-0.037644770617010215
6,1,11,0.34277394527695204
6,1,12,0.013013480014448242
6,1,13,0.06881010512618657
6,2,3,1.9079408559524054
6,2,4,-1.1249593235012114
6,2,5,0.016410816229522007
6,2,6,-0.07165893836063092
6,2,7,0.3860770819977277
6,2,8,-0.17737670359458407
6,2,9,-0.03662167843901032
6,2,10,-0.0010201239683376162
6,2,11,0.38041871589396226
6,2,12,-0.3297604652625038
6,2,13,0.05579662511173833
6,3,4,-3.032900179453617
6,3,5,1.1413701397307334
6,3,6,-0.08806975459015293
6,3,7,0.45773602035835864
6,3,8,-0.5634537855923119
6,3,9,0.14075502515557375
6,3,10,0.0356015544706727
6,3,11,0.38143883986229987
6,3,12,-0.710179181156466
6,3,13,0.38555709037424213
6,4,5,4.17427031918435
6,4,6,-1.2294398943208864
6,4,7,0.5458057749485116
6,4,8,-1.0211898059506705
6,4,9,0.7042088107478857
6,4,10,-0.10515347068490105
6,4,11,0.34583728539162717
6,4,12,-1.0916180210187658
6,4,13,1.0957362715307082
6,5,6,-5.403710213505237
6,5,7,1.775245669269398
6,5,8,-1.566995580899182
6,5,9,1.7253986166985562
6,5,10,-0.8093622814327868
6,5,11,0.4509907560765282
6,5,12,-1.437455306410393
6,5,13,2.187354292549474
6,6,7,7.178955882774635
6,6,8,-3.34224125016858
6,6,9,3.292394197597738
6,6,10,-2.534760898131343
6,6,11,1.260353037509315
6,6,12,-1.8884460624869213
6,6,13,3.624809598959867
6,7,8,-10.521197132943215
6,7,9,6.634635447766318
6,7,10,-5.827155095729081
6,7,11,3.795113935640658
6,7,12,-3.1487990999962365
6,7,13,5.513255661446788
6,8,9,17.155832580709532
6,8,10,-12.461790543495399
6,8,11,9.62226903136974
6,8,12,-6.9439130356368945
6,8,13,8.662054761443024
6,9,10,-29.617623124204933
6,9,11,22.084059574865137
6,9,12,-16.566182067006636
6,9,13,15.605967797079918
6,10,11,51.70168269907007
6,10,12,-38.65024164187177
6,10,13,32.172149864086556
7,1,2,-0.5168734689865938
7,1,3,-0.3573106039047287
7,1,4,0.6198859274078931
7,1,5,0.38011407259210694
7,1,6,-0.05777265998632042
7,1,7,-0.4100807552692891
7,1,8,0.3722758437881709
7,1,9,-0.04197816209435479
7,1,10,-0.06018210239790234
7,1,11,0.15020976624173377
7,1,12,0.047528069717961974
7,1,13,0.0
7,2,3,0.15956286508186512
7,2,4,0.9771965313126217
7,2,5,-0.2397718548157861
7,2,6,-0.43788673257842736
7,2,7,-0.3523080952829687
7,2,8,0.78235659905746
7,2,9,-0.4142540058825257
7,2,10,-0.01820394030354755
7,2,11,0.2103918686396361
7,2,12,-0.10268169652377179
7,2,13,-0.047528069717961974
7,3,4,0.8176336662307566
7,3,5,-1.216968386128408
7,3,6,-0.19811487776264125
7,3,7,0.08557863729545867
7,3,8,1.1346646943404286
7,3,9,-1.1966106049399858
7,3,10,0.39605006557897815
7,3,11,0.22859580894318365
7,3,12,-0.3130735651634079
7,3,13,0.05515362680580982
7,4,5,-2.0346020523591646
7,4,6,1.0188535083657668
7,4,7,0.2836935150580999
7,4,8,1.04908605704497
7,4,9,-2.3312752992804144
7,4,10,1.5926606705189639
7,4,11,-0.1674542566357945
7,4,12,-0.5416693741065916
7,4,13,0.3682271919692177
7,5,6,3.0534555607249314
7,5,7,-0.7351599933076669
7,5,8,0.7653925419868701
7,5,9,-3.3803613563253845
7,5,10,3.9239359697993783
7,5,11,-1.7601149271547585
7,5,12,-0.37421511747079705
7,5,13,0.9098965660758093
7,6,7,-3.7886155540325985
7,6,8,1.500552535294537
7,6,9,-4.145753898312255
7,6,10,7.304297326124763
7,6,11,-5.684050896954137
7,6,12,1.3858998096839614
7,6,13,1.2841116835466062
7,7,8,5.289168089327136
7,7,9,-5.646306433606792
7,7,10,11.450051224437019
7,7,11,-12.9883482230789
7,7,12,7.069950706638098
7,7,13,-0.10178812613735522
7,8,9,-10.935474522933928
7,8,10,17.09635765804381
7,8,11,-24.43839944751592
7,8,12,20.058298929716997
7,8,13,-7.171738832775453
7,9,10,28.031832180977737
7,9,11,-41.534757105559734
7,9,12,44.49669837723292
7,9,13,-27.23003776249245
7,10,11,-69.56658928653746
7,10,12,86.03145548279265
7,10,13,-71.72673613972538
8,1,2,-0.40894522144521406
8,1,3,-0.5910547785547859
8,1,4,0.7027972027972108
8,1,5,-0.2049825174825204
8,1,6,0.025495337995330214
8,1,7,-0.14597902097901921
8,1,8,-0.1351252913752865
8,1,9,-0.03836247086247074
8,1,10,-0.045826777389279594
8,1,11,0.8419835372960354
8,1,12,0.0
8,1,13,0.0
8,2,3,-0.18210955710957188
8,2,4,1.2938519813519966
8,2,5,-0.9077797202797312
8,2,6,0.2304778554778506
8,2,7,-0.17147435897434943
8,2,8,0.010853729603732709
8,2,9,0.09676282051281576
8,2,10,-0.00746430652680885
8,2,11,0.8878103146853149
8,2,12,-0.8419835372960354
8,2,13,0.0
8,3,4,1.4759615384615685
8,3,5,-2.2016317016317277
8,3,6,1.138257575757582
8,3,7,-0.40195221445220003
8,3,8,0.18232808857808214
8,3,9,0.08590909090908305
8,3,10,-0.10422712703962461
8,3,11,0.8952746212121238
8,3,12,-1.7297938519813503
8,3,13,0.8419835372960354
8,4,5,-3.6775932400932962
8,4,6,3.3398892773893096
8,4,7,-1.540209790209782
8,4,8,0.5842803030302821
8,4,9,-0.09641899766899908
8,4,10,-0.19013621794870766
8,4,11,0.9995017482517483
8,4,12,-2.625068473193474
8,4,13,2.5717773892773854
8,5,6,7.017482517482605
8,5,7,-4.880099067599092
8,5,8,2.1244900932400643
8,5,9,-0.6806993006992812
8,5,10,-0.09371722027970858
8,5,11,1.189637966200456
8,5,12,-3.6245702214452225
8,5,13,5.196845862470859
8,6,7,-11.897581585081697
8,6,8,7.004589160839156
8,6,9,-2.8051893939393455
8,6,10,0.5869820804195727
8,6,11,1.2833551864801644
8,6,12,-4.814208187645678
8,6,13,8.82141608391608
8,7,8,18.902170745920856
8,7,9,-9.809778554778502
8,7,10,3.392171474358918
8,7,11,0.6963731060605918
8,7,12,-6.097563374125842
8,7,13,13.63562427156176
8,8,9,-28.71194930069936
8,8,10,13.20195002913742
8,8,11,-2.6957983682983264
8,8,12,-6.793936480186434
8,8,13,19.7331876456876
8,9,10,41.91389932983678
8,9,11,-15.897748397435747
8,9,12,-4.098138111888108
8,9,13,26.527124125874035
8,10,11,-57.81164772727253
8,10,12,11.799610285547638
8,10,13,30.625262237762144
