function,prediction_week,high_order,target_order,high_delta,high_positive,high_oscillation,next_target_delta,next_target_positive
1,11,9,2,1.329077188936015,1,1,-0.0255592853398297,0
1,11,9,3,1.329077188936015,1,1,-0.0511185706796594,0
1,12,9,1,-0.6900991515390007,0,1,0.0,0
1,12,9,2,-0.6900991515390007,0,1,0.0,0
1,12,9,3,-0.6900991515390007,0,1,0.0255592853398297,1
1,12,10,1,-2.0191763404750156,0,1,0.0,0
1,12,10,2,-2.0191763404750156,0,1,0.0,0
1,12,10,3,-2.0191763404750156,0,1,0.0255592853398297,1
2,8,6,1,9.501946965846399,1,1,-0.09429915787983051,0
2,8,6,2,9.501946965846399,1,1,-0.4216475742985045,0
2,8,6,3,9.501946965846399,1,1,-1.0803143524304837,0
2,9,6,1,-9.55026389940586,0,1,0.05820345572104396,1
2,9,6,2,-9.55026389940586,0,1,0.15250261360087447,1
2,9,6,3,-9.55026389940586,0,1,0.574150187899379,1
2,10,6,1,8.814441239313727,1,1,0.053673609907177955,1
2,10,6,2,8.814441239313727,1,1,-0.004529845813866007,0
2,10,6,3,8.814441239313727,1,1,-0.15703245941474048,0
2,11,6,1,-6.401490528746347,0,1,0.14866971029917975,1
2,11,6,2,-6.401490528746347,0,1,0.09499610039200179,1
2,11,6,3,-6.401490528746347,0,1,0.0995259462058678,1
2,12,6,1,3.3733882405787092,1,1,-0.09218211581350944,0
2,12,6,2,3.3733882405787092,1,1,-0.24085182611268918,0
2,12,6,3,3.3733882405787092,1,1,-0.335847926504691,0
2,9,7,1,-19.052210865252256,0,1,0.05820345572104396,1
2,9,7,2,-19.052210865252256,0,1,0.15250261360087447,1
2,9,7,3,-19.052210865252256,0,1,0.574150187899379,1
2,10,7,1,18.364705138719586,1,1,0.053673609907177955,1
2,10,7,2,18.364705138719586,1,1,-0.004529845813866007,0
2,10,7,3,18.364705138719586,1,1,-0.15703245941474048,0
2,11,7,1,-15.215931768060074,0,1,0.14866971029917975,1
2,11,7,2,-15.215931768060074,0,1,0.09499610039200179,1
2,11,7,3,-15.215931768060074,0,1,0.0995259462058678,1
2,12,7,1,9.774878769325056,1,1,-0.09218211581350944,0
2,12,7,2,9.774878769325056,1,1,-0.24085182611268918,0
2,12,7,3,9.774878769325056,1,1,-0.335847926504691,0
2,10,8,1,37.41691600397184,1,1,0.053673609907177955,1
2,10,8,2,37.41691600397184,1,1,-0.004529845813866007,0
2,10,8,3,37.41691600397184,1,1,-0.15703245941474048,0
2,11,8,1,-33.58063690677966,0,1,0.14866971029917975,1
2,11,8,2,-33.58063690677966,0,1,0.09499610039200179,1
2,11,8,3,-33.58063690677966,0,1,0.0995259462058678,1
2,12,8,1,24.99081053738513,1,1,-0.09218211581350944,0
2,12,8,2,24.99081053738513,1,1,-0.24085182611268918,0
2,12,8,3,24.99081053738513,1,1,-0.335847926504691,0
2,11,9,1,-70.9975529107515,0,1,0.14866971029917975,1
2,11,9,2,-70.9975529107515,0,1,0.09499610039200179,1
2,11,9,3,-70.9975529107515,0,1,0.0995259462058678,1
2,12,9,1,58.57144744416479,1,1,-0.09218211581350944,0
2,12,9,2,58.57144744416479,1,1,-0.24085182611268918,0
2,12,9,3,58.57144744416479,1,1,-0.335847926504691,0
2,12,10,1,129.56900035491628,1,1,-0.09218211581350944,0
2,12,10,2,129.56900035491628,1,1,-0.24085182611268918,0
2,12,10,3,129.56900035491628,1,1,-0.335847926504691,0
3,8,6,1,-2.15312171334702,0,1,-0.016559946869867906,0
3,8,6,2,-2.15312171334702,0,1,-0.008618472190840415,0
3,8,6,3,-2.15312171334702,0,1,0.21533608283857728,1
3,9,6,1,3.780679999984902,1,1,0.028694893737790994,1
3,9,6,2,3.780679999984902,1,1,0.0452548406076589,1
3,9,6,3,3.780679999984902,1,1,0.053873312798499315,1
3,10,6,1,-3.040810260646791,0,1,0.021545992663813004,1
3,10,6,2,-3.040810260646791,0,1,-0.00714890107397799,0
3,10,6,3,-3.040810260646791,0,1,-0.05240374168163689,0
3,11,6,1,1.0652125094554534,1,1,0.005578548884218604,1
3,11,6,2,1.0652125094554534,1,1,-0.0159674437795944,0
3,11,6,3,1.0652125094554534,1,1,-0.008818542705616411,0
3,12,6,1,0.0946765378962149,1,0,0.0030006593111592955,1
3,12,6,2,0.0946765378962149,1,0,-0.002577889573059308,0
3,12,6,3,0.0946765378962149,1,0,0.013389554206535093,1
3,9,7,1,5.933801713331922,1,1,0.028694893737790994,1
3,9,7,2,5.933801713331922,1,1,0.0452548406076589,1
3,9,7,3,5.933801713331922,1,1,0.053873312798499315,1
3,10,7,1,-6.821490260631693,0,1,0.021545992663813004,1
3,10,7,2,-6.821490260631693,0,1,-0.00714890107397799,0
3,10,7,3,-6.821490260631693,0,1,-0.05240374168163689,0
3,11,7,1,4.1060227701022445,1,1,0.005578548884218604,1
3,11,7,2,4.1060227701022445,1,1,-0.0159674437795944,0
3,11,7,3,4.1060227701022445,1,1,-0.008818542705616411,0
3,12,7,1,-0.9705359715592385,0,1,0.0030006593111592955,1
3,12,7,2,-0.9705359715592385,0,1,-0.002577889573059308,0
3,12,7,3,-0.9705359715592385,0,1,0.013389554206535093,1
3,10,8,1,-12.755291973963615,0,1,0.021545992663813004,1
3,10,8,2,-12.755291973963615,0,1,-0.00714890107397799,0
3,10,8,3,-12.755291973963615,0,1,-0.05240374168163689,0
3,11,8,1,10.927513030733937,1,1,0.005578548884218604,1
3,11,8,2,10.927513030733937,1,1,-0.0159674437795944,0
3,11,8,3,10.927513030733937,1,1,-0.008818542705616411,0
3,12,8,1,-5.076558741661483,0,1,0.0030006593111592955,1
3,12,8,2,-5.076558741661483,0,1,-0.002577889573059308,0
3,12,8,3,-5.076558741661483,0,1,0.013389554206535093,1
3,11,9,1,23.682805004697553,1,1,0.005578548884218604,1
3,11,9,2,23.682805004697553,1,1,-0.0159674437795944,0
3,11,9,3,23.682805004697553,1,1,-0.008818542705616411,0
3,12,9,1,-16.00407177239542,0,1,0.0030006593111592955,1
3,12,9,2,-16.00407177239542,0,1,-0.002577889573059308,0
3,12,9,3,-16.00407177239542,0,1,0.013389554206535093,1
3,12,10,1,-39.68687677709298,0,1,0.0030006593111592955,1
3,12,10,2,-39.68687677709298,0,1,-0.002577889573059308,0
3,12,10,3,-39.68687677709298,0,1,0.013389554206535093,1
4,8,6,1,-141.1452390088309,0,1,0.5160689280287443,1
4,8,6,2,-141.1452390088309,0,1,2.0751164420809136,1
4,8,6,3,-141.1452390088309,0,1,24.09168034877812,1
4,9,6,1,234.07075433663988,1,1,-1.6947026858726133,0
4,9,6,2,234.07075433663988,1,1,-2.2107716139013576,0
4,9,6,3,234.07075433663988,1,1,-4.285888055982271,0
4,10,6,1,-238.3668620249426,0,1,8.614789667334044,1
4,10,6,2,-238.3668620249426,0,1,10.309492353206657,1
4,10,6,3,-238.3668620249426,0,1,12.520263967108015,1
4,11,6,1,143.89001229564235,1,1,0.508978061114675,1
4,11,6,2,143.89001229564235,1,1,-8.105811606219369,0
4,11,6,3,143.89001229564235,1,1,-18.415303959426026,0
4,12,6,1,-92.925440377475,0,1,0.0,0
4,12,6,2,-92.925440377475,0,1,-0.508978061114675,0
4,12,6,3,-92.925440377475,0,1,7.596833545104694,1
4,9,7,1,375.2159933454708,1,1,-1.6947026858726133,0
4,9,7,2,375.2159933454708,1,1,-2.2107716139013576,0
4,9,7,3,375.2159933454708,1,1,-4.285888055982271,0
4,10,7,1,-472.4376163615825,0,1,8.614789667334044,1
4,10,7,2,-472.4376163615825,0,1,10.309492353206657,1
4,10,7,3,-472.4376163615825,0,1,12.520263967108015,1
4,11,7,1,382.256874320585,1,1,0.508978061114675,1
4,11,7,2,382.256874320585,1,1,-8.105811606219369,0
4,11,7,3,382.256874320585,1,1,-18.415303959426026,0
4,12,7,1,-236.81545267311736,0,1,0.0,0
4,12,7,2,-236.81545267311736,0,1,-0.508978061114675,0
4,12,7,3,-236.81545267311736,0,1,7.596833545104694,1
4,10,8,1,-847.6536097070533,0,1,8.614789667334044,1
4,10,8,2,-847.6536097070533,0,1,10.309492353206657,1
4,10,8,3,-847.6536097070533,0,1,12.520263967108015,1
4,11,8,1,854.6944906821675,1,1,0.508978061114675,1
4,11,8,2,854.6944906821675,1,1,-8.105811606219369,0
4,11,8,3,854.6944906821675,1,1,-18.415303959426026,0
4,12,8,1,-619.0723269937023,0,1,0.0,0
4,12,8,2,-619.0723269937023,0,1,-0.508978061114675,0
4,12,8,3,-619.0723269937023,0,1,7.596833545104694,1
4,11,9,1,1702.3481003892207,1,1,0.508978061114675,1
4,11,9,2,1702.3481003892207,1,1,-8.105811606219369,0
4,11,9,3,1702.3481003892207,1,1,-18.415303959426026,0
4,12,9,1,-1473.7668176758698,0,1,0.0,0
4,12,9,2,-1473.7668176758698,0,1,-0.508978061114675,0
4,12,9,3,-1473.7668176758698,0,1,7.596833545104694,1
4,12,10,1,-3176.1149180650905,0,1,0.0,0
4,12,10,2,-3176.1149180650905,0,1,-0.508978061114675,0
4,12,10,3,-3176.1149180650905,0,1,7.596833545104694,1
5,8,6,1,-2279.0516288540994,0,1,35.48390815874518,1
5,8,6,2,-2279.0516288540994,0,1,-45.08358808697176,0
5,8,6,3,-2279.0516288540994,0,1,230.40033039459377,1
5,9,6,1,2609.6644419365402,1,1,0.0,0
5,9,6,2,2609.6644419365402,1,1,-35.48390815874518,0
5,9,6,3,2609.6644419365402,1,1,9.599679928226578,1
5,10,6,1,-2173.365614124187,0,1,16.170693124728132,1
5,10,6,2,-2173.365614124187,0,1,16.170693124728132,1
5,10,6,3,-2173.365614124187,0,1,51.65460128347331,1
5,11,6,1,1105.0377248803993,1,1,16.305260200271732,1
5,11,6,2,1105.0377248803993,1,1,0.13456707554360037,1
5,11,6,3,1105.0377248803993,1,1,-16.03612604918453,0
5,12,6,1,-372.6012205095185,0,1,13.613220792304674,1
5,12,6,2,-372.6012205095185,0,1,-2.6920394079670587,0
5,12,6,3,-372.6012205095185,0,1,-2.826606483510659,0
5,9,7,1,4888.71607079064,1,1,0.0,0
5,9,7,2,4888.71607079064,1,1,-35.48390815874518,0
5,9,7,3,4888.71607079064,1,1,9.599679928226578,1
5,10,7,1,-4783.030056060727,0,1,16.170693124728132,1
5,10,7,2,-4783.030056060727,0,1,16.170693124728132,1
5,10,7,3,-4783.030056060727,0,1,51.65460128347331,1
5,11,7,1,3278.403339004586,1,1,16.305260200271732,1
5,11,7,2,3278.403339004586,1,1,0.13456707554360037,1
5,11,7,3,3278.403339004586,1,1,-16.03612604918453,0
5,12,7,1,-1477.6389453899178,0,1,13.613220792304674,1
5,12,7,2,-1477.6389453899178,0,1,-2.6920394079670587,0
5,12,7,3,-1477.6389453899178,0,1,-2.826606483510659,0
5,10,8,1,-9671.746126851365,0,1,16.170693124728132,1
5,10,8,2,-9671.746126851365,0,1,16.170693124728132,1
5,10,8,3,-9671.746126851365,0,1,51.65460128347331,1
5,11,8,1,8061.433395065313,1,1,16.305260200271732,1
5,11,8,2,8061.433395065313,1,1,0.13456707554360037,1
5,11,8,3,8061.433395065313,1,1,-16.03612604918453,0
5,12,8,1,-4756.042284394503,0,1,13.613220792304674,1
5,12,8,2,-4756.042284394503,0,1,-2.6920394079670587,0
5,12,8,3,-4756.042284394503,0,1,-2.826606483510659,0
5,11,9,1,17733.179521916678,1,1,16.305260200271732,1
5,11,9,2,17733.179521916678,1,1,0.13456707554360037,1
5,11,9,3,17733.179521916678,1,1,-16.03612604918453,0
5,12,9,1,-12817.475679459816,0,1,13.613220792304674,1
5,12,9,2,-12817.475679459816,0,1,-2.6920394079670587,0
5,12,9,3,-12817.475679459816,0,1,-2.826606483510659,0
5,12,10,1,-30550.655201376496,0,1,13.613220792304674,1
5,12,10,2,-30550.655201376496,0,1,-2.6920394079670587,0
5,12,10,3,-30550.655201376496,0,1,-2.826606483510659,0
6,8,6,1,-4.890000310337884,0,1,-0.053585160397679577,0
6,8,6,2,-4.890000310337884,0,1,-0.053580817639307776,0
6,8,6,3,-4.890000310337884,0,1,0.20593729332305255,1
6,9,6,1,4.817069577845563,1,1,-0.05507769374532545,0
6,9,6,2,4.817069577845563,1,1,-0.0014925333476458746,0
6,9,6,3,4.817069577845563,1,1,0.0520882842916619,1
6,10,6,1,-3.7085837468702807,0,1,0.5015091889897212,1
6,10,6,2,-3.7085837468702807,0,1,0.5565868827350466,1
6,10,6,3,-3.7085837468702807,0,1,0.5580794160826925,1
6,11,6,1,1.844010136684473,1,1,0.019039894653331224,1
6,11,6,2,1.844010136684473,1,1,-0.48246929433638996,0
6,11,6,3,1.844010136684473,1,1,-1.0390561770714366,0
6,12,6,1,-2.7629668657675808,0,1,0.10067538823071598,1
6,12,6,2,-2.7629668657675808,0,1,0.08163549357738475,1
6,12,6,3,-2.7629668657675808,0,1,0.5641047879137747,1
6,9,7,1,9.707069888183447,1,1,-0.05507769374532545,0
6,9,7,2,9.707069888183447,1,1,-0.0014925333476458746,0
6,9,7,3,9.707069888183447,1,1,0.0520882842916619,1
6,10,7,1,-8.525653324715844,0,1,0.5015091889897212,1
6,10,7,2,-8.525653324715844,0,1,0.5565868827350466,1
6,10,7,3,-8.525653324715844,0,1,0.5580794160826925,1
6,11,7,1,5.552593883554754,1,1,0.019039894653331224,1
6,11,7,2,5.552593883554754,1,1,-0.48246929433638996,0
6,11,7,3,5.552593883554754,1,1,-1.0390561770714366,0
6,12,7,1,-4.606977002452053,0,1,0.10067538823071598,1
6,12,7,2,-4.606977002452053,0,1,0.08163549357738475,1
6,12,7,3,-4.606977002452053,0,1,0.5641047879137747,1
6,10,8,1,-18.23272321289929,0,1,0.5015091889897212,1
6,10,8,2,-18.23272321289929,0,1,0.5565868827350466,1
6,10,8,3,-18.23272321289929,0,1,0.5580794160826925,1
6,11,8,1,14.078247208270597,1,1,0.019039894653331224,1
6,11,8,2,14.078247208270597,1,1,-0.48246929433638996,0
6,11,8,3,14.078247208270597,1,1,-1.0390561770714366,0
6,12,8,1,-10.159570886006808,0,1,0.10067538823071598,1
6,12,8,2,-10.159570886006808,0,1,0.08163549357738475,1
6,12,8,3,-10.159570886006808,0,1,0.5641047879137747,1
6,11,9,1,32.310970421169884,1,1,0.019039894653331224,1
6,11,9,2,32.310970421169884,1,1,-0.48246929433638996,0
6,11,9,3,32.310970421169884,1,1,-1.0390561770714366,0
6,12,9,1,-24.237818094277404,0,1,0.10067538823071598,1
6,12,9,2,-24.237818094277404,0,1,0.08163549357738475,1
6,12,9,3,-24.237818094277404,0,1,0.5641047879137747,1
6,12,10,1,-56.548788515447285,0,1,0.10067538823071598,1
6,12,10,2,-56.548788515447285,0,1,0.08163549357738475,1
6,12,10,3,-56.548788515447285,0,1,0.5641047879137747,1
7,8,6,1,0.7267585565657217,1,1,-0.020331169868029297,0
7,8,6,2,0.7267585565657217,1,1,-0.20063452380736435,0
7,8,6,3,0.7267585565657217,1,1,-0.5795511823561184,0
7,9,6,1,-2.007901788272097,0,1,-0.029147835108088938,0
7,9,6,2,-2.007901788272097,0,1,-0.00881666524005964,0
7,9,6,3,-2.007901788272097,0,1,0.1918178585673047,1
7,10,6,1,3.5376705957311403,1,1,0.07275069038118631,1
7,10,6,2,3.5376705957311403,1,1,0.10189852548927525,1
7,10,6,3,3.5376705957311403,1,1,0.11071519072933489,1
7,11,6,1,-2.752941018826539,0,1,0.02301914163758423,1
7,11,6,2,-2.752941018826539,0,1,-0.04973154874360208,0
7,11,6,3,-2.752941018826539,0,1,-0.15163007423287733,0
7,12,6,1,0.6712291116371505,1,1,0.0,0
7,12,6,2,0.6712291116371505,1,1,-0.02301914163758423,0
7,12,6,3,0.6712291116371505,1,1,0.026712407106017855,1
7,9,7,1,-2.7346603448378186,0,1,-0.029147835108088938,0
7,9,7,2,-2.7346603448378186,0,1,-0.00881666524005964,0
7,9,7,3,-2.7346603448378186,0,1,0.1918178585673047,1
7,10,7,1,5.545572384003237,1,1,0.07275069038118631,1
7,10,7,2,5.545572384003237,1,1,0.10189852548927525,1
7,10,7,3,5.545572384003237,1,1,0.11071519072933489,1
7,11,7,1,-6.29061161455768,0,1,0.02301914163758423,1
7,11,7,2,-6.29061161455768,0,1,-0.04973154874360208,0
7,11,7,3,-6.29061161455768,0,1,-0.15163007423287733,0
7,12,7,1,3.4241701304636893,1,1,0.0,0
7,12,7,2,3.4241701304636893,1,1,-0.02301914163758423,0
7,12,7,3,3.4241701304636893,1,1,0.026712407106017855,1
7,10,8,1,8.280232728841057,1,1,0.07275069038118631,1
7,10,8,2,8.280232728841057,1,1,0.10189852548927525,1
7,10,8,3,8.280232728841057,1,1,0.11071519072933489,1
7,11,8,1,-11.836183998560916,0,1,0.02301914163758423,1
7,11,8,2,-11.836183998560916,0,1,-0.04973154874360208,0
7,11,8,3,-11.836183998560916,0,1,-0.15163007423287733,0
7,12,8,1,9.71478174502137,1,1,0.0,0
7,12,8,2,9.71478174502137,1,1,-0.02301914163758423,0
7,12,8,3,9.71478174502137,1,1,0.026712407106017855,1
7,11,9,1,-20.116416727401973,0,1,0.02301914163758423,1
7,11,9,2,-20.116416727401973,0,1,-0.04973154874360208,0
7,11,9,3,-20.116416727401973,0,1,-0.15163007423287733,0
7,12,9,1,21.550965743582285,1,1,0.0,0
7,12,9,2,21.550965743582285,1,1,-0.02301914163758423,0
7,12,9,3,21.550965743582285,1,1,0.026712407106017855,1
7,12,10,1,41.66738247098426,1,1,0.0,0
7,12,10,2,41.66738247098426,1,1,-0.02301914163758423,0
7,12,10,3,41.66738247098426,1,1,0.026712407106017855,1
8,8,6,1,0.9615900000000028,1,1,-0.005266400000000004,0
8,8,6,2,0.9615900000000028,1,1,0.013283599999999396,1
8,8,6,3,0.9615900000000028,1,1,0.01179359999999896,1
8,9,6,1,-0.3850963999999948,0,1,-0.006291100000000327,0
8,9,6,2,-0.3850963999999948,0,1,-0.0010247000000003226,0
8,9,6,3,-0.3850963999999948,0,1,-0.014308299999999718,0
8,10,6,1,0.08058089999999929,1,1,0.11558750000000018,1
8,10,6,2,0.08058089999999929,1,1,0.1218786000000005,1
8,10,6,3,0.08058089999999929,1,1,0.12290330000000083,1
8,11,6,1,0.17617899999999764,1,0,0.0,0
8,11,6,2,0.17617899999999764,1,0,-0.11558750000000018,0
8,11,6,3,0.17617899999999764,1,0,-0.23746610000000068,0
8,12,6,1,-0.6608945000000013,0,1,0.0,0
8,12,6,2,-0.6608945000000013,0,1,0.0,0
8,12,6,3,-0.6608945000000013,0,1,0.11558750000000018,1
8,9,7,1,-1.3466863999999976,0,1,-0.006291100000000327,0
8,9,7,2,-1.3466863999999976,0,1,-0.0010247000000003226,0
8,9,7,3,-1.3466863999999976,0,1,-0.014308299999999718,0
8,10,7,1,0.4656772999999941,1,1,0.11558750000000018,1
8,10,7,2,0.4656772999999941,1,1,0.1218786000000005,1
8,10,7,3,0.4656772999999941,1,1,0.12290330000000083,1
8,11,7,1,0.09559809999999835,1,0,0.0,0
8,11,7,2,0.09559809999999835,1,0,-0.11558750000000018,0
8,11,7,3,0.09559809999999835,1,0,-0.23746610000000068,0
8,12,7,1,-0.8370734999999989,0,1,0.0,0
8,12,7,2,-0.8370734999999989,0,1,0.0,0
8,12,7,3,-0.8370734999999989,0,1,0.11558750000000018,1
8,10,8,1,1.8123636999999917,1,1,0.11558750000000018,1
8,10,8,2,1.8123636999999917,1,1,0.1218786000000005,1
8,10,8,3,1.8123636999999917,1,1,0.12290330000000083,1
8,11,8,1,-0.3700791999999957,0,1,0.0,0
8,11,8,2,-0.3700791999999957,0,1,-0.11558750000000018,0
8,11,8,3,-0.3700791999999957,0,1,-0.23746610000000068,0
8,12,8,1,-0.9326715999999973,0,0,0.0,0
8,12,8,2,-0.9326715999999973,0,0,0.0,0
8,12,8,3,-0.9326715999999973,0,0,0.11558750000000018,1
8,11,9,1,-2.1824428999999874,0,1,0.0,0
8,11,9,2,-2.1824428999999874,0,1,-0.11558750000000018,0
8,11,9,3,-2.1824428999999874,0,1,-0.23746610000000068,0
8,12,9,1,-0.5625924000000015,0,0,0.0,0
8,12,9,2,-0.5625924000000015,0,0,0.0,0
8,12,9,3,-0.5625924000000015,0,0,0.11558750000000018,1
8,12,10,1,1.6198504999999859,1,1,0.0,0
8,12,10,2,1.6198504999999859,1,1,0.0,0
8,12,10,3,1.6198504999999859,1,1,0.11558750000000018,1
