seed,task,z3_available,hypothesis_available,correction_cycles,self_corrected,first_counterexample,runtime_failures_final,fuzz_failures_final,invariant_failures_final,proof_status_final,final_status,released_deterministic_violation,runtime_ms_final_cycle,fuzz_ms_final_cycle,invariant_ms_final_cycle,proof_ms_final_cycle,total_verification_ms,homeostasis_restored,electrical_energy_measured,direct_cost_measured,A_DMIC_milieu_interior_preserved
2141,monotonic_increment,False,False,2,True,"[-45.30124860416554, null, -45.30124860416554, -44.30124860416554]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.06913699962751707,8.07106100000965,4.398379000122077,0.0025890003598760813,202.8798569999708,True,False,False,True
2141,probability_normalisation,False,False,3,True,"[-1.477366715897787, 1.9349784255398186, [-1.477366715897787, 1.9349784255398186], [-3.2284285667721715, 4.2284285667721715]]",0,0,1,UNAVAILABLE,FAILED,False,0.7259690000864794,71.31480600037321,0.07121699945855653,0.004970999725628644,336.4015679999284,True,False,False,True
2153,absolute_value,False,False,2,True,"[-20.579605261981655, null, -20.579605261981655, 20.579605261981655]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.06646800011367304,8.030003999920154,4.456108999875141,0.0042669998947530985,199.37232099982793,True,False,False,True
2153,safe_divide,False,False,2,True,"[-91, 0, ""ZeroDivisionError"", ""no exception""]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.10260700037179049,14.728778999597125,6.617156000174873,0.005851000423717778,222.6579589996618,True,False,False,True
2153,bounded_clamp,False,False,2,True,"[95.9880511591677, null, 95.9880511591677, 1.0]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.0699420006640139,10.446520000186865,6.628998000451247,0.005065000550530385,207.81459999943763,True,False,False,True
2153,monotonic_increment,False,False,2,True,"[-62.40566579102607, null, -62.40566579102607, -61.40566579102607]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.06814500011387281,7.950997000079951,4.457936999642698,0.002695999683055561,214.66648499972507,True,False,False,True
2153,probability_normalisation,False,False,3,True,"[1.4421853025115086, 1.3352532241574995, [1.4421853025115086, 1.3352532241574995], [0.5192501251291874, 0.4807498748708125]]",0,0,1,UNAVAILABLE,FAILED,False,0.8393239995712065,71.82823999937682,0.10367000049882336,0.005545999556488823,338.5452090005856,True,False,False,True
2179,absolute_value,False,False,2,True,"[-90.23266420265321, null, -90.23266420265321, 90.23266420265321]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.06379200021910947,8.114390000628191,4.428195999935269,0.0044090002120356075,210.4157550002128,True,False,False,True
2179,safe_divide,False,False,2,True,"[43, 0, ""ZeroDivisionError"", ""no exception""]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.12363400037429528,15.059679000842152,5.462365000312275,0.005491000592883211,220.43131200007338,True,False,False,True
2179,bounded_clamp,False,False,2,True,"[-15.866215136852134, null, -15.866215136852134, 0.0]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.09756700001162244,10.47561500035954,6.052947000171116,0.003606000063882675,208.5457299999689,True,False,False,True
2179,monotonic_increment,False,False,2,True,"[82.19353718703917, null, 82.19353718703917, 83.19353718703917]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.06743199992342852,7.894112000030873,4.665417000069283,0.0032140005714609288,201.631279999674,True,False,False,True
2179,probability_normalisation,False,False,3,True,"[-0.6885656202233796, -1.2740674764531068, [-0.6885656202233796, -1.2740674764531068], [0.5, 0.5]]",0,0,1,UNAVAILABLE,FAILED,False,0.7384359996649437,71.1202950005827,0.07019400072749704,0.004376000106276479,335.67459999994753,True,False,False,True
2203,absolute_value,False,False,2,True,"[-38.42294387572809, null, -38.42294387572809, 38.42294387572809]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.06429800032492494,8.030191000216291,4.339482999967004,0.0025870003810268827,202.10698899973067,True,False,False,True
2203,safe_divide,False,False,2,True,"[-1000000000000.0, 0.0, ""ZeroDivisionError"", ""no exception""]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.10990600003424333,15.67456700013281,5.444207999971695,0.004630000148608815,219.65230499972677,True,False,False,True
2203,bounded_clamp,False,False,2,True,"[-67.16210692031618, null, -67.16210692031618, 0.0]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.07197899958555354,9.25269399976969,5.981888999485818,0.002869999661925249,205.33040899954358,True,False,False,True
2203,monotonic_increment,False,False,2,True,"[-83.53483680236529, null, -83.53483680236529, -82.53483680236529]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.07096699937392259,7.8664650000064285,4.418071000145574,0.0010839994502021,201.85952100018767,True,False,False,True
2203,probability_normalisation,False,False,3,True,"[0.8885985806952803, -1.7833722184834944, [0.8885985806952803, -1.7833722184834944], [0.5, 0.5]]",0,0,1,UNAVAILABLE,FAILED,False,0.7378609998340835,70.65391400010412,0.13556999965658179,0.0034919994504889473,333.4611069994935,True,False,False,True
2213,absolute_value,False,False,2,True,"[-96.53673812749186, null, -96.53673812749186, 96.53673812749186]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.06737999956385465,7.977991000188922,4.398670000227867,0.0023640004656044766,205.0354619996142,True,False,False,True
2213,safe_divide,False,False,2,True,"[-85, 0, ""ZeroDivisionError"", ""no exception""]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.12993200016353512,15.152728000430216,5.366076000427711,0.0034450004022801295,219.86989800006995,True,False,False,True
2213,bounded_clamp,False,False,2,True,"[-83.43230431169748, null, -83.43230431169748, 0.0]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.06847599979664665,10.230893999505497,6.1484480002036435,0.0048719994083512574,205.42541200029518,True,False,False,True
2213,monotonic_increment,False,False,2,True,"[83.1074539424198, null, 83.1074539424198, 84.1074539424198]",0,0,0,UNAVAILABLE,RUNTIME_VERIFIED_ONLY,False,0.06968199977563927,7.994765000148618,4.466323000087868,0.001835000148275867,199.08046500040655,True,False,False,True
2213,probability_normalisation,False,False,3,True,"[2.190480269301699, 2.460231659072215, [2.190480269301699, 2.460231659072215], [0.47099891436784475, 0.5290010856321553]]",0,0,1,UNAVAILABLE,FAILED,False,0.7712540000284207,70.00930699996388,0.05654100004903739,0.003410000317671802,328.4964989998116,True,False,False,True
